method,lat,lon,wind_mph
gaussian,41.85252,-72.35222,18.7
gaussian,41.81874,-73.49476,25.2
gaussian,41.43565,-73.23041,10.5
gaussian,41.98229,-72.49342,18.6
gaussian,41.30426,-73.16834,14.0
gaussian,41.55214,-72.30812,15.1
gaussian,41.27445,-73.49785,10.7
gaussian,41.67694,-73.49372,20.7
gaussian,41.84799,-72.3774,20.4
gaussian,41.4273,-72.11717,9.4
gaussian,41.78714,-72.92248,25.0
gaussian,41.84987,-72.36722,18.7
gaussian,41.48376,-72.95945,10.6
gaussian,41.5175,-72.42192,21.0
gaussian,41.40053,-72.05817,5.7
gaussian,41.64613,-72.63575,5.8
gaussian,41.27243,-73.32634,14.2
gaussian,41.63309,-72.98718,15.2
gaussian,41.29809,-73.10415,17.1
gaussian,41.46675,-72.45039,9.8
gaussian,42.01733,-71.87996,13.8
gaussian,41.2723,-72.8347,13.3
gaussian,41.50475,-72.42831,14.8
gaussian,41.5993,-73.28253,8.6
gaussian,41.91501,-72.57,20.0
gaussian,41.30637,-72.96468,12.1
gaussian,41.97847,-72.51265,17.6
gaussian,41.87082,-72.78912,20.3
gaussian,41.94038,-72.07095,16.7
gaussian,41.90888,-72.93046,17.2
gaussian,41.76846,-72.97846,22.8
gaussian,41.2241,-73.09863,10.2
gaussian,41.93516,-71.8988,14.9
gaussian,41.77892,-73.09582,16.8
gaussian,41.38666,-72.92985,10.5
gaussian,42.02401,-73.37204,8.6
gaussian,41.36566,-73.18502,12.9
gaussian,41.39863,-72.9538,10.2
gaussian,41.76775,-72.11245,10.2
gaussian,41.867,-72.35022,18.7
gaussian,41.34302,-73.36521,8.6
gaussian,41.57845,-72.40008,21.5
gaussian,41.63866,-72.99445,17.5
gaussian,41.64643,-72.39808,18.7
gaussian,41.67556,-73.07844,15.4
gaussian,41.66245,-72.82409,3.1
gaussian,41.1385,-73.56717,9.5
gaussian,41.97871,-72.32351,19.9
gaussian,41.78336,-73.3247,12.7
gaussian,41.86114,-73.29805,13.8
gaussian,41.81688,-73.21074,13.4
gaussian,41.9959,-73.14913,10.8
gaussian,41.73804,-72.95652,24.1
gaussian,41.55205,-73.03508,11.4
gaussian,41.89434,-73.46994,19.3
gaussian,41.38149,-71.91855,15.3
gaussian,41.76343,-72.89502,26.0
gaussian,41.84598,-72.31582,17.0
gaussian,41.73402,-71.94192,7.6
gaussian,41.92593,-72.36471,20.3
gaussian,41.35184,-72.81549,10.9
gaussian,41.9089,-73.19144,12.3
gaussian,41.96701,-72.12278,18.0
gaussian,41.92402,-72.09055,16.3
gaussian,41.60462,-73.25298,9.1
gaussian,41.36207,-72.0712,6.5
gaussian,41.77823,-72.80555,14.9
gaussian,41.45601,-72.47329,10.3
gaussian,41.86693,-73.42667,20.8
gaussian,41.52313,-73.20478,12.5
gaussian,41.87217,-72.84325,18.8
gaussian,41.58498,-72.54012,8.6
gaussian,41.67624,-73.17239,16.1
gaussian,41.98598,-73.27296,11.0
gaussian,41.57696,-72.26972,7.8
gaussian,41.22743,-73.12271,10.2
gaussian,41.99986,-72.89501,13.6
gaussian,41.3842,-73.11959,13.6
gaussian,41.49285,-72.54792,10.9
gaussian,41.88675,-73.0066,14.1
gaussian,41.03084,-73.60882,9.1
gaussian,41.89105,-73.3099,14.5
gaussian,41.68955,-72.40388,16.3
gaussian,41.83797,-73.02432,17.3
gaussian,41.52242,-72.12494,11.6
gaussian,41.50736,-72.00913,12.2
gaussian,42.02292,-73.23501,9.5
gaussian,41.958,-72.19371,17.9
gaussian,41.80676,-72.63115,2.6
gaussian,41.55005,-73.27095,10.1
gaussian,41.29041,-72.28489,8.7
gaussian,41.24732,-73.05239,13.9
gaussian,41.47018,-71.8622,21.6
gaussian,41.8477,-72.41552,21.5
gaussian,41.48043,-72.59849,10.8
gaussian,41.46894,-72.57207,10.8
gaussian,41.70722,-72.35926,9.2
gaussian,41.89718,-72.87818,19.1
gaussian,42.01208,-72.19717,18.6
gaussian,42.00318,-72.9573,11.6
gaussian,41.74437,-71.90483,7.9
gaussian,41.80003,-72.18323,13.0
gaussian,41.52645,-72.24909,12.6
gaussian,41.35946,-72.33805,2.8
gaussian,41.80429,-72.95159,23.7
gaussian,41.34932,-72.00226,10.8
gaussian,41.96466,-72.33063,19.9
gaussian,41.35344,-72.48934,2.0
gaussian,41.83366,-73.04709,17.3
gaussian,41.22861,-73.06074,12.3
gaussian,41.8264,-72.38309,15.9
gaussian,41.40808,-72.82805,8.2
gaussian,41.82324,-73.45984,22.7
gaussian,41.93177,-72.40356,21.4
gaussian,41.1579,-73.52336,8.4
gaussian,41.57351,-73.38723,10.5
gaussian,41.35593,-73.48376,8.9
gaussian,41.46078,-71.95269,14.8
gaussian,41.54866,-73.21642,11.4
gaussian,42.00475,-72.47988,17.8
gaussian,41.55712,-72.34089,19.4
gaussian,41.8432,-72.24522,15.0
gaussian,41.47118,-71.93922,19.0
gaussian,41.47071,-73.25308,11.0
gaussian,41.60369,-72.42516,19.8
gaussian,41.80552,-73.40962,17.6
gaussian,41.77793,-72.95623,26.1
gaussian,41.58247,-72.14098,10.8
gaussian,41.3816,-71.91769,15.3
gaussian,41.90923,-72.54557,20.6
gaussian,41.7311,-72.79175,6.0
gaussian,41.77412,-72.88333,26.0
gaussian,41.85061,-72.60228,18.6
gaussian,41.41111,-71.85521,17.0
gaussian,42.00623,-73.48363,16.3
gaussian,41.88098,-72.32351,18.2
gaussian,41.87523,-72.17642,15.6
gaussian,41.8544,-71.99712,13.6
gaussian,41.40812,-72.19405,9.1
gaussian,41.79649,-71.84022,9.2
gaussian,41.47305,-73.47884,7.7
gaussian,41.72452,-72.25659,6.7
gaussian,41.96053,-72.28502,19.3
gaussian,41.70702,-71.9131,8.1
gaussian,41.2667,-73.05964,13.9
gaussian,41.8513,-72.11298,13.4
gaussian,42.02138,-72.37737,19.3
gaussian,41.88012,-72.54761,22.4
gaussian,41.82446,-73.12786,16.6
gaussian,41.29927,-73.50938,10.5
gaussian,41.51425,-73.05294,13.6
gaussian,41.21505,-73.27327,14.5
gaussian,41.63346,-73.38283,12.5
gaussian,41.78716,-72.7722,16.3
gaussian,41.92758,-72.88549,18.8
gaussian,41.58602,-73.30504,9.2
gaussian,41.55195,-71.95516,16.9
gaussian,41.41203,-72.93039,9.4
gaussian,41.23679,-73.21728,11.6
gaussian,41.82571,-72.24937,15.0
gaussian,41.64228,-73.42876,15.9
gaussian,41.75905,-73.37138,13.9
gaussian,41.86808,-73.45842,21.7
gaussian,41.59932,-72.08225,11.9
gaussian,41.91838,-72.1019,16.3
gaussian,41.6801,-73.02469,17.0
gaussian,41.74281,-73.44854,17.4
gaussian,41.90748,-73.114,10.8
gaussian,41.49373,-72.22307,12.4
gaussian,41.86307,-72.47417,23.0
gaussian,41.46552,-71.88533,21.6
gaussian,41.87849,-73.1893,12.1
gaussian,41.78543,-73.46032,22.7
gaussian,42.00971,-73.16131,10.9
gaussian,41.67861,-73.26049,12.7
gaussian,41.85241,-72.62465,17.3
gaussian,41.24621,-73.10696,13.8
gaussian,41.86607,-72.95475,17.3
gaussian,41.74672,-73.35092,12.5
gaussian,41.42611,-72.31092,7.4
gaussian,41.88199,-71.98314,16.7
gaussian,41.39941,-72.86288,8.4
gaussian,41.7074,-73.451,18.2
gaussian,41.80291,-72.26868,12.4
gaussian,41.29409,-72.94631,13.5
gaussian,41.74785,-72.10659,9.9
gaussian,41.32133,-72.9425,12.5
gaussian,41.98491,-73.21629,10.9
gaussian,41.44011,-72.79487,6.6
gaussian,41.77957,-73.47738,20.5
gaussian,41.98096,-72.23714,18.3
gaussian,41.65266,-73.07308,14.4
gaussian,41.10505,-73.62602,8.1
gaussian,41.60242,-73.21836,10.4
gaussian,41.78324,-72.87759,26.0
gaussian,41.74493,-73.35676,12.5
gaussian,42.01487,-72.85639,13.2
gaussian,41.2873,-72.62628,12.7
gaussian,41.31192,-72.92081,13.1
gaussian,41.58481,-73.27445,8.6
gaussian,41.64944,-73.465,13.8
gaussian,41.93313,-73.06606,10.1
gaussian,41.37109,-72.55477,3.3
gaussian,41.13365,-73.31209,17.2
gaussian,41.87311,-73.48387,21.7
gaussian,41.64875,-73.05349,14.1
gaussian,41.20831,-73.27199,15.7
gaussian,41.98652,-72.44046,19.5
gaussian,41.22582,-73.44093,11.9
gaussian,41.66832,-73.12848,18.4
gaussian,41.54718,-72.43355,20.0
gaussian,42.01925,-73.29062,8.9
gaussian,41.63263,-72.55806,8.2
gaussian,41.40339,-71.88736,17.2
gaussian,41.95629,-73.40776,13.6
gaussian,41.71023,-72.71559,7.1
gaussian,41.38537,-73.44249,9.1
gaussian,41.34719,-73.14814,14.8
gaussian,41.77766,-72.50136,9.3
gaussian,41.27479,-73.28359,13.3
gaussian,41.56004,-73.39711,9.9
gaussian,41.83914,-72.57907,9.4
gaussian,41.85238,-72.94722,17.3
gaussian,41.83123,-73.39311,20.0
gaussian,41.36274,-72.94089,11.3
gaussian,41.13312,-73.45186,10.8
gaussian,41.78808,-72.05837,9.8
gaussian,41.58395,-73.34415,10.0
gaussian,41.73516,-72.98397,22.2
gaussian,41.32802,-72.07386,6.6
gaussian,41.34055,-72.9153,12.1
gaussian,41.37301,-73.1484,13.3
gaussian,41.86851,-73.07874,16.1
gaussian,41.40708,-72.11403,6.8
gaussian,41.4549,-73.50145,6.0
gaussian,41.90592,-73.03729,10.6
gaussian,41.54895,-71.91988,15.5
gaussian,41.91139,-73.38872,14.4
gaussian,41.71956,-73.48894,22.3
gaussian,41.77162,-73.39094,15.8
gaussian,41.57081,-72.69142,5.4
gaussian,41.6749,-73.40428,16.5
gaussian,41.59975,-71.93821,10.0
gaussian,41.72633,-73.21457,15.3
gaussian,41.95071,-72.25238,18.6
gaussian,41.81247,-73.23591,13.0
gaussian,41.76302,-73.19573,15.6
gaussian,41.78928,-72.95848,23.7
gaussian,41.13455,-73.60669,9.3
gaussian,41.45421,-72.32453,7.4
gaussian,41.63391,-73.03741,12.5
gaussian,42.01496,-72.33979,18.7
gaussian,41.87426,-72.26621,16.0
gaussian,41.97355,-73.20099,10.9
gaussian,41.74615,-72.83861,12.7
gaussian,41.95148,-72.95444,12.5
gaussian,41.6417,-71.86731,8.4
gaussian,41.96938,-73.46341,14.6
gaussian,42.04416,-73.46374,18.0
gaussian,41.82884,-73.14648,16.6
gaussian,41.67812,-73.01531,17.0
gaussian,41.85571,-73.12201,15.4
gaussian,42.00132,-73.45827,16.3
gaussian,41.6632,-71.98999,6.6
gaussian,41.83291,-72.24698,15.0
gaussian,41.21878,-73.38485,13.7
gaussian,41.76953,-73.18328,16.9
gaussian,41.49422,-71.95248,17.3
gaussian,41.88666,-72.94992,16.4
gaussian,41.5091,-72.55527,10.9
gaussian,41.78416,-72.40399,6.2
gaussian,41.68047,-71.9223,7.5
gaussian,42.03017,-73.20261,10.7
gaussian,41.95772,-72.85623,17.1
gaussian,41.27568,-72.98054,13.2
gaussian,41.98403,-73.13931,10.7
gaussian,41.88828,-72.9495,16.4
gaussian,41.315,-73.07383,16.2
gaussian,41.84647,-72.04223,14.4
gaussian,41.97336,-72.7886,14.3
gaussian,41.48735,-72.19169,12.3
gaussian,41.74841,-72.8767,21.3
gaussian,41.34451,-72.05099,6.5
gaussian,41.57178,-72.12056,11.3
gaussian,41.68733,-72.35205,12.0
gaussian,41.62826,-72.00949,7.8
gaussian,41.42481,-73.27963,10.2
gaussian,42.02459,-72.15931,18.3
gaussian,41.14426,-73.50082,9.5
gaussian,41.38009,-72.27535,7.4
gaussian,41.49929,-72.21774,12.4
gaussian,41.47322,-73.18012,11.0
gaussian,41.25851,-73.27943,13.3
gaussian,41.58261,-72.00853,12.9
gaussian,41.43779,-71.88025,20.0
gaussian,41.54079,-72.28502,13.7
gaussian,41.31019,-73.20009,11.9
gaussian,41.93655,-73.16278,12.2
gaussian,41.90453,-72.45887,23.8
gaussian,41.11692,-73.42232,13.2
gaussian,41.1737,-73.26216,17.1
gaussian,41.82497,-73.11263,18.2
gaussian,41.4653,-71.93219,19.0
gaussian,41.55577,-72.89712,3.9
gaussian,41.66552,-72.87087,9.7
gaussian,41.9853,-72.03092,15.7
gaussian,41.31241,-72.61584,10.1
gaussian,41.57099,-72.47663,13.2
gaussian,41.904,-73.10315,12.6
gaussian,41.77187,-72.96527,22.8
gaussian,41.55385,-72.29915,12.2
gaussian,41.71554,-73.163,17.1
gaussian,41.16003,-73.12439,9.0
gaussian,41.56824,-73.26881,10.1
gaussian,41.83765,-72.11829,12.3
gaussian,41.15087,-73.56928,9.5
gaussian,41.6668,-72.65975,8.2
gaussian,41.37964,-72.58592,4.3
gaussian,41.42145,-73.2793,10.2
gaussian,41.49923,-72.11651,11.4
gaussian,41.43967,-73.31888,10.5
gaussian,41.31616,-73.02051,12.9
gaussian,41.51138,-73.0718,12.7
gaussian,41.89747,-73.01643,14.1
gaussian,41.77113,-73.1001,16.8
gaussian,41.88193,-72.74773,19.1
gaussian,41.92306,-72.433,21.9
gaussian,41.85406,-72.95465,17.3
gaussian,41.39957,-72.21921,10.3
gaussian,41.57822,-73.15953,10.8
gaussian,41.51167,-72.29552,12.2
gaussian,41.86109,-71.87247,10.4
gaussian,41.79864,-73.32577,13.2
gaussian,41.81103,-72.92736,25.0
gaussian,41.96124,-72.93927,12.5
gaussian,41.44558,-71.94199,17.3
gaussian,41.45614,-71.9386,19.0
gaussian,41.83632,-73.45909,22.7
gaussian,41.93443,-72.1375,16.4
gaussian,41.10515,-73.6334,8.1
gaussian,41.9688,-73.17623,11.2
gaussian,41.48216,-72.09087,7.5
gaussian,41.52537,-72.6148,4.8
gaussian,41.8007,-72.43255,9.7
gaussian,41.96767,-72.97379,10.3
gaussian,41.26838,-73.03062,13.9
gaussian,41.67688,-73.46108,18.6
gaussian,41.91736,-73.35663,13.3
gaussian,41.67446,-72.08792,5.8
gaussian,41.78246,-72.43642,8.2
gaussian,41.86973,-72.97891,15.5
gaussian,41.79447,-72.97221,21.1
gaussian,41.10544,-73.4523,11.7
gaussian,41.9569,-72.34558,20.8
gaussian,41.48028,-73.36092,11.4
gaussian,41.60917,-72.32106,10.9
gaussian,41.90501,-72.26669,17.9
gaussian,41.56225,-73.18598,11.8
gaussian,41.66045,-73.44609,15.9
gaussian,41.78479,-72.07166,10.2
gaussian,41.55477,-73.16183,11.8
gaussian,41.4975,-73.38172,11.7
gaussian,41.71025,-72.74566,6.1
gaussian,41.39221,-72.16843,7.2
gaussian,41.59247,-72.37212,17.4
gaussian,41.43216,-73.44654,10.5
gaussian,41.31138,-72.35354,5.8
gaussian,42.00189,-72.47925,17.8
gaussian,41.92389,-72.81616,17.5
gaussian,42.01627,-73.0576,9.4
gaussian,41.62692,-72.95959,16.2
gaussian,41.47203,-72.45235,9.8
gaussian,41.94231,-72.03612,16.4
gaussian,41.48384,-72.81467,6.5
gaussian,41.61294,-72.23485,6.0
gaussian,41.79425,-73.17733,16.4
gaussian,41.44805,-73.47496,7.5
gaussian,41.66737,-72.83049,3.3
gaussian,41.88986,-72.36649,19.7
gaussian,41.77044,-72.51268,8.6
gaussian,41.54381,-72.29333,13.7
gaussian,41.33778,-72.81944,10.9
gaussian,41.65225,-73.00701,14.9
gaussian,41.66429,-71.83876,8.8
gaussian,41.49539,-73.39904,11.0
gaussian,41.59629,-72.73295,3.5
gaussian,41.6044,-73.31821,9.2
gaussian,41.32727,-73.09961,17.3
gaussian,41.94046,-71.82646,14.0
gaussian,41.88237,-72.19052,15.6
gaussian,41.77221,-72.10958,10.7
gaussian,41.45547,-72.74325,5.3
gaussian,41.75177,-72.91794,24.0
gaussian,41.55785,-72.30594,12.2
gaussian,41.45041,-73.51939,6.0
gaussian,41.48773,-73.29096,11.5
gaussian,41.77912,-73.34504,12.7
gaussian,41.49943,-72.22267,12.4
gaussian,41.79066,-72.58689,5.2
gaussian,41.95567,-73.43833,13.4
gaussian,41.86024,-72.31933,17.0
gaussian,41.95503,-72.46108,20.6
gaussian,41.94575,-72.48428,20.0
gaussian,41.88762,-73.47804,19.3
gaussian,41.68674,-72.75797,4.8
gaussian,41.44254,-73.15616,11.4
gaussian,41.22394,-73.02568,12.7
gaussian,41.59491,-73.04402,11.8
gaussian,41.32401,-72.81036,11.7
gaussian,41.30956,-72.82585,11.7
gaussian,41.50244,-72.2922,12.2
gaussian,41.51506,-71.92213,20.1
gaussian,42.02288,-72.32723,18.7
gaussian,41.3585,-72.94216,11.3
gaussian,41.8031,-73.13701,17.4
gaussian,41.18287,-73.32076,16.4
gaussian,41.90999,-72.27512,18.4
gaussian,41.32762,-73.13491,16.5
gaussian,41.58488,-72.73805,2.8
gaussian,41.68037,-72.4339,18.2
gaussian,41.90174,-72.32563,18.2
gaussian,41.67118,-73.07187,15.4
gaussian,41.46363,-71.8064,12.6
gaussian,41.88575,-72.17194,15.5
gaussian,41.41484,-72.57671,6.2
gaussian,42.00955,-72.6703,15.6
gaussian,41.80518,-72.10644,10.2
gaussian,42.02469,-73.04048,9.4
gaussian,41.9381,-73.28475,12.8
gaussian,41.40998,-72.36378,3.0
gaussian,41.99693,-72.18178,18.6
gaussian,41.61961,-72.71038,3.9
gaussian,42.01379,-72.30199,18.3
gaussian,41.7035,-73.00877,18.2
gaussian,41.61287,-73.51594,8.8
gaussian,41.54713,-72.02722,13.8
gaussian,41.86747,-72.19502,15.0
gaussian,41.89385,-72.85316,18.9
gaussian,41.91543,-72.95623,14.4
gaussian,41.87736,-72.81416,19.2
gaussian,41.36236,-72.53776,4.8
gaussian,41.22943,-73.17435,10.5
gaussian,41.51017,-72.13182,11.4
gaussian,41.53775,-72.40197,20.4
gaussian,41.59916,-72.83601,4.1
gaussian,41.73302,-71.94334,7.6
gaussian,41.4756,-71.86778,21.6
gaussian,42.01855,-72.35724,19.2
gaussian,41.58952,-73.45325,8.8
gaussian,41.44369,-73.24642,10.5
gaussian,41.59218,-72.12009,10.8
gaussian,41.64497,-72.99377,17.5
gaussian,41.74592,-73.04921,16.2
gaussian,41.39761,-73.35689,10.7
gaussian,41.65449,-73.01587,14.9
gaussian,41.97604,-72.19696,18.4
gaussian,41.34726,-73.39248,8.4
gaussian,41.89113,-72.04417,16.4
gaussian,41.46,-73.47158,7.7
gaussian,41.51695,-72.41989,21.0
gaussian,41.94698,-72.32264,19.9
gaussian,41.65156,-72.11196,6.4
gaussian,41.98342,-72.54602,16.5
gaussian,41.12075,-73.46707,10.2
gaussian,41.72754,-72.96142,24.1
gaussian,41.70223,-73.39911,15.7
gaussian,41.90242,-73.32794,16.2
gaussian,41.34313,-72.85881,11.6
gaussian,41.44141,-73.00884,12.1
gaussian,41.91959,-72.34215,20.3
gaussian,41.85652,-71.80622,11.4
gaussian,41.74191,-71.8471,9.6
gaussian,41.78013,-72.98115,22.8
gaussian,41.40351,-72.92034,9.4
gaussian,41.70256,-72.98438,20.2
gaussian,41.95855,-72.07329,16.7
gaussian,41.614,-71.98738,7.8
gaussian,41.25876,-72.76348,11.4
gaussian,41.97445,-72.14935,18.0
gaussian,41.88693,-72.55049,22.4
gaussian,41.27043,-72.53069,14.2
gaussian,41.62688,-72.87576,8.9
gaussian,41.34557,-72.10977,6.3
gaussian,41.9398,-72.44019,20.6
gaussian,41.84337,-73.46131,22.7
gaussian,41.96916,-72.43979,19.5
gaussian,41.68496,-73.45494,18.1
gaussian,42.0197,-71.90739,14.8
gaussian,41.28519,-73.45829,10.8
gaussian,41.44292,-72.20257,11.6
gaussian,41.93346,-73.4404,15.6
gaussian,41.77826,-72.95915,26.1
gaussian,41.9753,-72.7365,14.4
gaussian,41.574,-71.93506,15.5
gaussian,41.04487,-73.66441,6.4
gaussian,41.66721,-73.48719,18.6
gaussian,41.35081,-73.07786,14.7
gaussian,41.43092,-73.34943,11.0
gaussian,41.39536,-72.39536,4.1
gaussian,41.63209,-72.56427,8.2
gaussian,41.74915,-72.32317,6.1
gaussian,41.92754,-72.73032,16.9
gaussian,41.17901,-73.35833,13.1
gaussian,41.253,-73.21643,13.0
gaussian,41.53773,-71.80032,9.2
gaussian,41.61119,-72.65879,4.0
gaussian,41.27811,-72.4237,8.7
gaussian,41.87951,-72.88797,19.1
gaussian,41.47463,-72.86538,6.0
gaussian,42.0221,-72.00262,14.2
gaussian,41.25791,-72.96613,12.8
gaussian,41.96834,-73.46097,14.6
gaussian,41.6484,-72.85806,6.0
gaussian,41.88405,-71.92111,13.7
gaussian,41.85033,-72.79353,20.3
gaussian,41.51136,-72.83165,6.4
gaussian,41.66697,-72.31304,8.5
gaussian,41.22325,-73.26505,14.5
gaussian,41.18801,-73.30911,15.6
gaussian,41.51601,-72.0541,9.2
gaussian,41.96609,-72.88572,14.7
gaussian,41.87309,-72.43646,21.5
gaussian,41.88883,-73.01525,14.1
gaussian,41.61345,-72.54692,8.2
gaussian,42.01984,-73.10192,10.1
gaussian,41.75064,-72.12963,8.7
gaussian,41.75722,-72.11109,10.2
gaussian,41.93892,-72.19201,17.9
gaussian,41.44876,-72.13641,9.4
gaussian,41.44664,-72.99384,11.5
gaussian,41.75217,-73.12682,15.7
gaussian,41.74889,-73.20526,15.3
gaussian,41.80575,-72.86027,22.2
gaussian,41.31133,-73.53721,9.1
gaussian,41.48895,-73.24695,11.9
gaussian,41.46354,-72.61793,10.1
gaussian,41.66687,-72.54088,5.3
gaussian,41.76419,-72.97031,22.8
gaussian,41.61127,-72.06969,9.2
gaussian,41.96289,-72.39196,21.3
gaussian,41.61049,-73.20537,11.1
gaussian,41.75103,-73.50276,22.6
gaussian,41.33125,-72.52456,6.4
gaussian,41.71864,-73.50999,22.3
gaussian,42.01896,-73.43226,11.0
gaussian,41.95109,-72.25438,18.6
gaussian,41.11684,-73.55193,9.3
gaussian,41.99986,-72.14264,17.8
gaussian,41.72696,-72.84554,12.7
gaussian,41.91775,-73.0516,10.6
gaussian,41.45233,-72.26368,11.3
gaussian,41.25987,-73.0701,14.2
gaussian,41.94782,-72.30864,19.9
gaussian,41.68516,-72.52167,6.3
gaussian,41.47821,-72.34566,10.8
gaussian,41.46421,-72.37518,10.9
gaussian,41.58577,-73.17015,11.0
gaussian,41.43344,-72.99756,12.1
gaussian,41.48068,-73.25029,11.0
gaussian,41.76958,-72.11204,10.2
gaussian,41.96565,-72.65133,15.6
gaussian,41.80556,-72.23166,13.3
gaussian,41.70654,-71.81379,10.2
gaussian,41.37178,-73.34811,9.1
gaussian,41.09157,-73.59216,7.6
gaussian,41.91241,-71.93822,14.7
gaussian,41.9345,-71.81045,13.2
gaussian,41.95513,-72.86201,17.1
gaussian,41.39138,-72.46876,3.0
gaussian,41.17848,-73.52005,8.4
gaussian,41.66608,-73.10231,17.4
gaussian,41.66423,-72.76046,4.0
gaussian,41.70927,-73.11876,16.5
gaussian,41.84771,-72.89789,19.0
gaussian,41.94202,-73.24509,12.7
gaussian,41.67222,-72.35632,12.0
gaussian,41.88627,-72.68758,19.3
gaussian,41.08824,-73.67028,6.4
gaussian,41.45267,-73.46535,7.5
gaussian,41.46722,-73.31607,10.5
gaussian,41.58489,-72.63606,3.4
gaussian,41.94211,-73.34632,11.3
gaussian,41.38675,-72.56483,3.3
gaussian,41.91337,-72.49249,22.0
gaussian,41.38679,-73.47081,8.9
gaussian,41.35536,-71.85231,13.1
gaussian,41.5617,-72.42309,20.0
gaussian,41.67629,-73.13114,18.4
gaussian,41.94305,-73.44778,13.4
gaussian,41.7691,-72.93238,26.1
gaussian,41.49703,-72.72154,5.5
gaussian,41.35081,-72.09713,6.3
gaussian,41.75114,-71.79285,10.4
gaussian,41.88988,-72.83437,18.9
gaussian,41.63654,-73.23061,11.2
gaussian,41.43765,-72.65084,8.6
gaussian,41.50069,-72.07452,6.7
gaussian,41.66238,-72.90589,15.3
gaussian,41.95454,-72.80328,16.2
gaussian,41.9801,-73.31062,10.8
gaussian,41.3198,-73.32181,11.1
gaussian,41.24822,-72.71119,10.9
gaussian,41.48803,-73.01983,13.4
gaussian,41.0307,-73.55278,9.0
gaussian,41.7083,-72.51292,6.7
gaussian,42.00273,-73.10743,10.1
gaussian,41.89722,-72.98141,13.9
gaussian,41.52715,-73.40314,10.5
gaussian,41.13292,-73.4485,10.8
gaussian,41.80515,-72.08717,10.2
gaussian,41.85161,-72.39399,20.4
gaussian,41.95578,-73.15377,11.3
gaussian,41.94125,-73.39338,13.6
gaussian,41.86285,-72.46236,22.4
gaussian,41.74637,-72.97168,22.2
gaussian,41.5878,-73.21248,10.4
gaussian,41.53059,-72.41025,21.0
gaussian,41.90338,-72.38048,21.4
gaussian,41.76755,-72.50076,9.3
gaussian,41.98203,-72.87429,14.7
gaussian,41.90288,-72.96576,13.9
gaussian,41.42767,-72.01558,8.0
gaussian,41.31455,-72.68821,9.1
gaussian,41.06963,-73.42749,10.9
gaussian,41.29523,-73.45236,11.2
gaussian,41.5512,-72.37569,23.1
gaussian,41.9817,-72.60275,16.0
gaussian,41.53635,-72.55775,9.3
gaussian,41.18019,-73.30099,16.4
gaussian,41.9218,-72.19858,16.7
gaussian,41.65275,-72.77432,4.1
gaussian,41.70293,-71.97619,8.0
gaussian,41.79575,-72.59409,5.2
gaussian,41.28205,-72.31394,8.5
gaussian,41.70759,-72.87868,12.7
gaussian,41.50021,-72.83142,6.4
gaussian,41.46407,-73.39288,11.8
gaussian,41.16843,-73.45755,9.1
gaussian,41.66564,-72.95167,18.9
gaussian,41.21871,-73.44931,11.9
gaussian,41.29208,-73.00151,13.8
gaussian,41.76663,-72.82651,14.9
gaussian,41.79965,-72.97703,21.1
gaussian,41.95424,-73.29657,11.9
gaussian,41.9805,-72.95969,11.7
gaussian,41.67812,-72.31173,8.5
gaussian,41.90558,-72.82187,17.5
gaussian,41.38941,-72.11627,5.7
gaussian,41.74142,-73.4152,15.6
gaussian,41.96962,-72.55487,16.5
gaussian,41.25239,-73.10807,13.8
gaussian,41.90321,-72.38368,21.4
gaussian,41.38651,-73.33976,9.1
gaussian,41.20776,-73.17269,9.7
gaussian,41.94464,-72.82459,16.2
gaussian,41.53325,-72.27708,13.7
gaussian,41.42871,-72.53514,8.9
gaussian,41.54227,-73.35733,11.4
gaussian,41.4483,-72.57726,10.3
gaussian,41.70779,-72.94045,20.4
gaussian,41.32218,-73.27832,11.2
gaussian,41.37415,-72.19092,9.4
gaussian,41.90489,-72.62442,21.4
gaussian,41.43761,-72.99862,12.1
gaussian,41.8327,-72.92878,21.3
gaussian,41.64985,-72.96415,17.5
gaussian,41.31494,-73.09897,17.3
gaussian,41.56277,-72.38727,23.1
gaussian,41.42713,-73.16665,11.0
gaussian,41.89805,-72.82875,19.2
gaussian,41.93784,-72.12541,17.5
gaussian,41.82811,-72.35038,15.5
gaussian,41.69421,-72.05319,6.6
gaussian,42.01243,-72.41419,18.8
gaussian,41.42131,-73.073,12.4
gaussian,41.27978,-73.24967,13.1
gaussian,41.4263,-73.44888,10.5
gaussian,41.68964,-72.68079,7.6
gaussian,41.87362,-72.17443,14.2
gaussian,41.29453,-72.56872,12.0
gaussian,41.98696,-72.13822,18.0
gaussian,41.68697,-71.90776,8.1
gaussian,41.89658,-71.80456,12.3
gaussian,41.83075,-71.83499,9.6
gaussian,41.28537,-72.84769,12.8
gaussian,41.91752,-72.72081,16.9
gaussian,41.53901,-72.02534,10.7
gaussian,41.74693,-73.12804,16.6
gaussian,41.78506,-73.11553,18.2
gaussian,41.55579,-73.43746,7.5
gaussian,41.46687,-72.93199,10.6
gaussian,41.6158,-73.27786,9.0
gaussian,41.84906,-72.49191,23.0
gaussian,41.82317,-73.50195,25.2
gaussian,41.68252,-72.44013,15.5
gaussian,41.91155,-73.15469,11.5
gaussian,41.39946,-73.07878,12.4
gaussian,41.93835,-72.32704,19.9
gaussian,41.6009,-72.35575,17.4
gaussian,41.14331,-73.34793,16.0
